brand;model_year;milage;fuel_type;engine;transmission;ext_col;int_col;accident;clean_title;price_dollar;horsepower;cylinders;age;milage_k;log_price;accident_bin
Audi;2017;52500;Gasoline;450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;None reported;Yes;39999;450;8;8;52;10.596609732783568;0
GMC;2011;120000;Gasoline;288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Gray;None reported;Yes;7500;288;6;14;120;8.922658299524402;0
Ferrari;2016;19987;Gasoline;651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel;Automatic;Black;Brown;None reported;Yes;149900;651;12;9;20;11.917723684090689;0
Kia;2017;36486;Gasoline;420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;At least 1 accident or damage reported;Yes;23950;420;8;8;36;10.083723602839061;1
Ford;2013;162100;E85 Flex Fuel;255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability;Automatic;Black;Gray;None reported;Yes;12500;255;8;12;162;9.433483923290392;0
Tesla;2022;13079;Electric;455.0HP Electric Motor Electric Fuel System;Automatic;Black;White;None reported;Yes;47000;455;0;3;13;10.757902880692196;0
Subaru;2020;32744;Gasoline;182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel;Automatic;Black;Gray;None reported;Yes;24000;182;4;5;33;10.085809109330082;0
Porsche;2012;54000;Gasoline;300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;White;–;At least 1 accident or damage reported;Yes;26000;300;6;13;54;10.165851817003619;1
Toyota;2008;202055;Gasoline;236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Silver;Gray;At least 1 accident or damage reported;Yes;8500;236;6;17;202;9.047821442478408;1
RAM;2019;65000;Diesel;370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel;Automatic;Black;Black;None reported;Yes;65000;370;6;6;65;11.082142548877775;0
Cadillac;2010;49620;Gasoline;275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Gray;None reported;Yes;10499;275;8;15;50;9.259035293514941;0
Toyota;1997;213000;Gasoline;212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;26500;212;6;28;213;10.184900011974314;0
Nissan;2020;16010;Gasoline;565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;114000;565;6;5;16;11.643953727376633;0
Audi;2021;68000;Gasoline;248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;None reported;Yes;36499;248;4;4;68;10.505040141934996;0
Lexus;1999;82000;Gasoline;230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;25000;230;8;26;82;10.126631103850338;0
Ford;2012;129000;Gasoline;171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Gray;At least 1 accident or damage reported;Yes;7000;171;4;13;129;8.85366542803745;1
Lexus;2014;106731;Gasoline;360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;30000;360;8;11;107;10.308952660644293;1
Ford;2019;34672;Gasoline;400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;White;None reported;Yes;45500;400;6;6;35;10.725467604939041;0
Chevrolet;2010;55900;Gasoline;252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;Beige;Beige;None reported;Yes;8950;252;6;15;56;9.099408811268901;0
Audi;2015;82000;Gasoline;220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Brown;None reported;Yes;17000;220;4;10;82;9.740968623038354;0
Lincoln;2014;78568;Hybrid;188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid;Automatic;Blue;Beige;None reported;Yes;15500;188;4;11;79;9.648595302907339;0
Ford;2018;95000;E85 Flex Fuel;275.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability;Automatic;White;Gray;None reported;Yes;43000;275;6;7;95;10.668955394675699;0
Volvo;2011;88300;Gasoline;235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Beige;At least 1 accident or damage reported;Yes;11500;235;6;14;88;9.350102314351341;1
Chevrolet;2013;98000;E85 Flex Fuel;320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability;Automatic;Silver;Black;At least 1 accident or damage reported;Yes;27499;320;8;12;98;10.221904919357126;1
Audi;2018;20675;Gasoline;400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel;Automatic;Gray;Gray;None reported;Yes;76000;400;5;7;21;11.238488619268468;0
Lincoln;2008;95000;Gasoline;300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;None reported;Yes;10900;300;8;17;95;9.296518068217235;0
Hyundai;2010;107000;Gasoline;138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Blue;Blue;At least 1 accident or damage reported;Yes;6250;138;4;15;107;8.740336742730447;1
Audi;2016;60000;Gasoline;354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;24700;354;6;9;60;10.114558522616068;1
Mitsubishi;2012;33000;Gasoline;291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Black;Black;None reported;Yes;34999;291;4;13;33;10.463074768634808;0
Tesla;2023;500;Electric;455.0HP Electric Motor Electric Fuel System;Automatic;Black;White;None reported;Yes;60000;455;0;2;0;11.002099841204238;0
Mercedes-Benz;2016;108500;Gasoline;523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;63500;523;12;9;108;11.058795184880783;0
Nissan;2017;37800;Gasoline;565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel;Automatic;Orange;Orange;None reported;Yes;149500;565;6;8;38;11.915051671812877;0
Ford;2022;26500;Gasoline;440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;65900;440;6;3;26;11.095893720490599;0
Lexus;2019;19050;Gasoline;383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;None reported;Yes;76900;383;8;6;19;11.250261155493735;0
Chevrolet;2020;52000;Gasoline;310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;35800;310;6;5;52;10.485703172388792;0
Mercedes-Benz;2014;65000;Diesel;188.0HP 3.0L V6 Cylinder Engine Diesel Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;54999;188;6;11;65;10.915070282231135;1
BMW;2004;140000;Gasoline;225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;Black;Beige;None reported;Yes;6730;225;6;21;140;8.814330422638774;0
Ford;2018;75600;Gasoline;181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel;Automatic;Blue;Black;At least 1 accident or damage reported;Yes;14950;181;4;7;76;9.612466578818832;1
Lincoln;2015;117292;Gasoline;240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;Beige;Beige;None reported;Yes;12000;240;4;10;117;9.392661928770137;0
Genesis;2017;26000;Gasoline;420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;None reported;Yes;33600;420;8;8;26;10.422281345951296;0
Mercedes-Benz;2013;115000;Gasoline;429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;36000;429;8;12;115;10.491274217438248;1
Porsche;2005;28500;Gasoline;355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel;Manual;Silver;Black;None reported;Yes;63500;355;6;20;28;11.058795184880783;0
Mercedes-Benz;2018;51700;Gasoline;375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Automatic;White;Black;None reported;Yes;32000;375;4;7;52;10.373491181781864;0
Ford;2008;148949;Gasoline;263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Blue;Beige;None reported;Yes;3900;263;6;17;149;8.268731832117737;0
BMW;2018;39300;Gasoline;320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel;Automatic;White;Beige;At least 1 accident or damage reported;Yes;31750;320;6;7;39;10.365648004320837;1
Honda;2008;82323;Gasoline;237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel;Manual;Black;Black;None reported;Yes;28500;237;4;17;82;10.257659366256743;0
Ford;2001;109357;Gasoline;310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel;Automatic;Green;Beige;None reported;Yes;12749;310;10;24;109;9.453208116138121;0
Mercedes-Benz;2004;46000;Gasoline;302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel;Automatic;White;Gray;None reported;Yes;18853;302;8;21;46;9.844427331406584;0
Mercedes-Benz;2007;123112;Gasoline;382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel;Automatic;Silver;Black;At least 1 accident or damage reported;Yes;104999;382;8;18;123;11.561706105284784;1
INFINITI;2007;37100;Gasoline;306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Manual;Gray;Black;None reported;Yes;16900;306;6;18;37;9.735068900911164;0
Volkswagen;2016;89000;Gasoline;210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel;Manual;Silver;Black;None reported;Yes;14500;210;4;9;89;9.581903928408666;0
Lincoln;2019;67073;Gasoline;450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel;Automatic;Black;Black;At least 1 accident or damage reported;Yes;47999;450;6;6;67;10.778935456339678;1
Tesla;2023;8200;Electric;670.0HP Electric Motor Electric Fuel System;Automatic;Black;Black;None reported;Yes;93999;670;0;2;8;11.451039422897681;0
Mercedes-Benz;2018;41000;Gasoline;563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel;Automatic;Gray;Black;None reported;Yes;108900;563;8;7;41;11.598185308921051;0
